Date,ElCons,Heat,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
07/02/2020 11:00,55.46,120,8,1025.2,70,-3.1,-7.9,31539,248,2.7,1.4
07/02/2020 12:00,54.53,110,7,1024.6,68,-2.4,-7.5,30897,213,4.2,2.6
07/02/2020 13:00,53.16,100,8,1023.7,67,-1.9,-7.1,34773,207,4.2,3.1
07/02/2020 14:00,51.23,120,8,1022.5,67,-1.6,-6.9,39353,202,4.3,3
07/02/2020 15:00,48.21,100,8,1021.2,80,-1,-3.9,10207,211,4.8,3.2
07/02/2020 16:00,39.36,100,8,1020.4,93,-0.9,-1.9,2588,228,5.6,3.3
07/02/2020 17:00,33.84,100,8,1019,93,-0.5,-1.4,2878,214,7,4.2
07/02/2020 18:00,31.08,100,8,1017.8,96,-0.2,-0.7,9708,236,6,3.8
07/02/2020 19:00,29.95,100,8,1016.9,94,0.3,-0.6,42825,249,6,3.4
07/02/2020 20:00,27.11,90,8,1016.3,91,0.6,-0.7,40025,273,5,3.2
07/02/2020 21:00,15.11,90,8,1016.5,92,0.7,-0.4,42291,289,4.9,3.2
07/02/2020 22:00,15.07,90,8,1016.1,94,0.6,-0.2,29428,288,5.2,3.5
07/02/2020 23:00,14.41,60,8,1016,96,0.7,0.1,20432,293,5.3,3.4
08/02/2020 00:00,14.39,70,8,1016.2,97,0.8,0.4,9976,304,4.1,3
08/02/2020 01:00,14.44,60,8,1016.9,98,0.8,0.6,6905,344,3.2,2
08/02/2020 02:00,14.07,60,8,1016.9,98,0.9,0.6,7680,333,2.7,1.9
08/02/2020 03:00,14.34,70,8,1017.1,98,0.9,0.6,8566,275,1.8,1.2
08/02/2020 04:00,14.15,60,8,1017.3,98,0.7,0.4,7688,253,2.1,1.2
08/02/2020 05:00,14.98,60,8,1017.6,98,0.6,0.3,4957,255,1.6,1
08/02/2020 06:00,15.04,60,8,1017.6,98,0.4,0.1,8652,222,1.7,1
08/02/2020 07:00,15.12,60,8,1017.8,99,0.1,-0.1,2310,201,3,1.9
08/02/2020 08:00,17.91,60,9,1018,99,-0.2,-0.3,431,219,3.1,2.1
08/02/2020 09:00,17.99,80,9,1018.4,99,0,-0.1,310,215,1.5,0.9
08/02/2020 10:00,17.88,90,8,1018.6,99,-0.2,-0.2,1009,240,3.6,2.4
08/02/2020 11:00,17.98,80,8,1017.9,99,-0.1,-0.2,5844,220,4.8,3.3
08/02/2020 12:00,17.75,80,8,1017.6,99,0.1,0,2522,218,4.4,2.5
08/02/2020 13:00,17.78,80,8,1017.5,99,0.3,0.2,2323,231,5.4,3.2
08/02/2020 14:00,17.7,80,8,1016.9,100,0.9,0.8,1054,210,2.8,1.7
08/02/2020 15:00,17.92,80,8,1016.4,99,2.2,2,18109,215,8.5,5.7
08/02/2020 16:00,17.54,80,8,1016.5,96,2.2,1.6,25882,214,8.5,4.5
08/02/2020 17:00,17.84,70,8,1015.9,96,2.3,1.7,14813,215,10,4.8
08/02/2020 18:00,17.82,80,8,1015.7,97,2.3,1.9,5343,214,8.2,5.3
08/02/2020 19:00,17.89,70,8,1015.2,97,2.4,2,5076,216,8.2,4.6
08/02/2020 20:00,15.7,80,8,1014.5,96,2.5,1.8,6478,220,10.1,5.8
08/02/2020 21:00,15.27,70,8,1014,96,2.4,1.8,6155,226,7,4.3
08/02/2020 22:00,15,80,8,1013.7,97,2.5,2,6174,217,8,5
08/02/2020 23:00,14.58,70,8,1013,96,2.6,2,7399,219,11.4,6.2
09/02/2020 00:00,14.17,50,8,1012.4,96,2.8,2.3,9549,225,9.8,5.8
09/02/2020 01:00,14.47,60,8,1011.7,93,2.7,1.6,13727,221,9.5,6.1
09/02/2020 02:00,14.28,50,8,1010.8,91,3.2,1.8,15082,225,9.5,5.9
09/02/2020 03:00,14.21,60,8,1010.2,90,3.3,1.8,15542,217,10.9,5.7
09/02/2020 04:00,14.28,50,8,1009.5,88,3.5,1.6,17640,214,10.6,6.2
09/02/2020 05:00,14.73,60,8,1008.7,87,3.6,1.5,18329,218,10.3,6.1
09/02/2020 06:00,15.06,50,8,1008,87,3.5,1.5,15681,208,8.3,5
09/02/2020 07:00,14.83,60,8,1007.6,85,3.5,1.2,18793,216,8,5.5
09/02/2020 08:00,17.79,50,8,1006.9,89,3.3,1.6,15839,201,7.8,5.1
09/02/2020 09:00,17.61,70,8,1006.2,90,3.5,2,13705,205,9.9,6.2
09/02/2020 10:00,17.8,70,8,1005.3,96,3.2,2.6,2878,196,9.1,5.9
09/02/2020 11:00,17.84,80,8,1003.9,96,3.8,3.2,3301,203,12.1,7.3
09/02/2020 12:00,17.71,70,8,1002.6,97,3.7,3.2,2076,200,11.7,7.6
09/02/2020 13:00,17.78,60,8,1002.6,97,3.7,3.3,3397,210,11.5,6.4
09/02/2020 14:00,18.59,70,8,1001.4,98,3.5,3.1,3017,198,9.2,5.8
09/02/2020 15:00,18.61,60,8,1000.7,96,3.8,3.2,6467,201,10.6,6.4
09/02/2020 16:00,17.69,70,8,999.5,96,3.7,3.1,6035,188,10.7,6.3
09/02/2020 17:00,17.95,70,8,997.3,95,3.8,3,7938,179,11.3,7.9
09/02/2020 18:00,18.05,70,8,995.1,96,3.5,3,4279,168,11.2,7.3
09/02/2020 19:00,18.02,80,8,992.5,94,3.6,2.7,6329,166,11.3,7.1
09/02/2020 20:00,15.79,70,7,989.8,88,4,2.2,13363,177,13.7,8.4
09/02/2020 21:00,15.05,70,8,987.9,84,4.7,2.2,14872,184,13.9,8.6
09/02/2020 22:00,15.07,80,8,985.9,89,4.2,2.5,10744,180,11.4,8
09/02/2020 23:00,14.61,60,8,983.5,89,4.2,2.6,7937,175,13.7,8.4
10/02/2020 00:00,14.67,50,8,980.8,87,4.2,2.2,12183,170,12.3,7.8
10/02/2020 01:00,14.16,50,8,978.1,85,4.3,2,14793,177,15.3,9.4
10/02/2020 02:00,14.51,50,8,976.5,90,3.8,2.3,8694,183,13.8,10.4
10/02/2020 03:00,14.45,50,8,974,91,3.4,2.1,12974,180,15.4,9.9
10/02/2020 04:00,25.24,50,8,972.8,91,3.3,1.9,17261,184,16.7,10.1
10/02/2020 05:00,29.35,50,8,971.4,92,3.4,2.2,13714,183,14.3,9.4
10/02/2020 06:00,30.41,60,8,970.2,94,3.2,2.3,4425,183,15.3,10.3
10/02/2020 07:00,39.9,60,8,969.1,94,3.3,2.5,5778,175,15.5,10.2
10/02/2020 08:00,58.2,70,8,968.1,95,3.7,3.1,5363,181,15,9.9
10/02/2020 09:00,63.65,80,8,967.3,94,3.8,3,11693,178,12.9,8.6
10/02/2020 10:00,60.26,80,8,966.7,93,3.7,2.7,13349,178,14,9
10/02/2020 11:00,60.64,80,8,966,93,3.5,2.4,16420,179,14.3,9
10/02/2020 12:00,59.85,70,8,965.5,95,3.7,3,8133,176,14.3,9.4
10/02/2020 13:00,59.95,70,8,964.7,96,4.2,3.7,3979,178,12.2,7.7
10/02/2020 14:00,59.22,60,8,964.4,97,4.4,3.9,27808,187,12.7,8.9
10/02/2020 15:00,55.06,80,8,964.1,96,4.5,3.8,14044,191,13.6,7.3
10/02/2020 16:00,41.32,60,8,964.1,92,5,3.8,10844,200,13,8.6
10/02/2020 17:00,34.92,60,8,964.2,90,5,3.4,17153,202,15.4,9.6
10/02/2020 18:00,32.95,50,8,964.1,92,4.6,3.4,9735,198,13.9,8.6
10/02/2020 19:00,31.74,50,8,964,91,4.7,3.3,8182,205,15.9,9.3
10/02/2020 20:00,29.16,70,8,964.2,92,4.5,3.3,8998,205,11.3,7.4
10/02/2020 21:00,16.92,60,8,964.1,91,4.4,3.1,15327,204,11,7.4
10/02/2020 22:00,16.86,70,8,964.6,93,3.8,2.8,16038,215,8,5.8
10/02/2020 23:00,16.16,50,8,965.4,94,3.7,2.9,35874,216,5.5,3.9
11/02/2020 00:00,15.99,50,7,966.2,94,3.7,2.8,48291,219,6.6,4.1
11/02/2020 01:00,15.98,50,8,967.5,93,3.8,2.7,50000,225,7.4,5
11/02/2020 02:00,15.95,50,8,968.3,88,3.9,2.1,50000,227,7.8,5.1
11/02/2020 03:00,15.86,50,7,968.9,88,3.8,2,35463,228,8,4.9
11/02/2020 04:00,15.93,40,7,969.7,87,3.5,1.6,36914,222,7.2,4.5
11/02/2020 05:00,28.48,50,7,970.2,88,3.4,1.6,35983,222,7.4,4.6
11/02/2020 06:00,32.24,50,7,971.1,86,3.6,1.5,40136,215,7.2,3.9
11/02/2020 07:00,40.14,60,7,971.6,86,3.7,1.7,32789,218,7.4,4.6
11/02/2020 08:00,54.42,60,8,972.3,84,3.9,1.4,29538,220,10,5.5
11/02/2020 09:00,61.21,80,7,973.1,80,4.2,1.1,29148,224,9.5,4.8
11/02/2020 10:00,56.58,80,7,973.6,82,4.1,1.3,20172,216,9,5.4
11/02/2020 11:00,57.62,70,7,974.2,77,4.2,0.5,27705,223,8.7,5.3
11/02/2020 12:00,57.03,60,6,974.5,76,4.5,0.7,31291,215,9.5,6.8
11/02/2020 13:00,52.59,70,7,975.2,76,4.1,0.2,32648,214,11.9,7.2
11/02/2020 14:00,52.68,70,7,975.8,79,3.6,0.2,32658,205,9.7,6.4
11/02/2020 15:00,48.21,60,4,976.3,86,2.8,0.7,30014,201,8.5,5.1
11/02/2020 16:00,39.52,60,7,976.7,84,3.1,0.7,35869,201,6.9,4.7
11/02/2020 17:00,35.9,70,3,977.2,84,2.5,0.1,29153,211,9.4,5.6
11/02/2020 18:00,34.28,60,7,977.4,89,2.3,0.7,14906,206,7.3,4.4
11/02/2020 19:00,32.37,70,8,977.8,93,1.9,0.9,27869,201,6.4,4.5
11/02/2020 20:00,29.04,70,8,978.1,95,2,1.2,10732,208,4.2,3
11/02/2020 21:00,16.79,80,8,978.5,93,2,1,13988,199,9.4,5.7
11/02/2020 22:00,16.81,70,7,978.8,93,2.1,1.1,13983,185,6.8,4.3
11/02/2020 23:00,16.26,60,8,979.3,97,0.6,0.2,5488,169,2.7,1.6
12/02/2020 00:00,15.95,50,8,979.4,95,2,1.3,9674,203,9.2,5.6
12/02/2020 01:00,16,60,8,979.6,98,0.4,0.1,1406,183,6.1,4
12/02/2020 02:00,16.01,50,8,980,98,0.8,0.5,14424,193,6.5,4.3
12/02/2020 03:00,15.92,60,8,980.5,96,1.1,0.6,12142,209,7.5,4.7
12/02/2020 04:00,16.03,60,8,980.8,98,0.8,0.5,26865,191,5.6,4.1
12/02/2020 05:00,30.01,50,8,981.3,97,0.8,0.4,8452,181,7.4,5.2
12/02/2020 06:00,31.55,60,8,981.7,97,2.2,1.7,20352,201,6.9,3.9
12/02/2020 07:00,39.88,80,7,982.1,94,2.5,1.5,14273,202,8.5,5.4
12/02/2020 08:00,54.34,70,7,982.7,92,2.6,1.5,15066,200,8.6,6.3
12/02/2020 09:00,60.15,90,7,983.2,91,2.8,1.4,15324,206,8.8,5
12/02/2020 10:00,57.68,80,7,983.6,91,3.1,1.8,29798,188,6.3,4.5
12/02/2020 11:00,62.57,60,8,984.1,92,2.9,1.8,16456,192,8.4,5.9
12/02/2020 12:00,61.12,70,8,984.6,94,3,2.2,19157,192,6.1,4
12/02/2020 13:00,60.04,70,7,985,90,4,2.5,20093,197,7.6,4.6
12/02/2020 14:00,54.4,70,6,985.8,88,3.5,1.8,21159,203,4.9,3.2
12/02/2020 15:00,48.41,70,7,986.2,87,3.5,1.6,17517,200,6.3,3.8
12/02/2020 16:00,37.59,60,8,986.7,85,3.2,0.9,22893,207,6.1,3.9
12/02/2020 17:00,32.29,60,6,987,81,3.1,0.2,23038,198,5.4,3.4
12/02/2020 18:00,28.2,60,7,987.3,84,3.2,0.7,20582,174,7,4.3
12/02/2020 19:00,27.79,70,4,987.6,87,2.7,0.7,20344,174,7.2,4.1
12/02/2020 20:00,25.1,60,8,987.5,88,3,1.2,20795,177,8.1,4.7
12/02/2020 21:00,12.45,80,8,987.4,85,3,0.7,34226,172,8.1,5.1
12/02/2020 22:00,12.5,70,8,987.6,88,2.8,1,29944,177,8.7,5.3
12/02/2020 23:00,11.81,50,8,987.9,92,2.5,1.3,8505,162,6.1,3.6
13/02/2020 00:00,11.79,60,8,987.7,92,2.5,1.4,40179,156,6.3,3.5
13/02/2020 01:00,11.74,50,8,987.6,96,2.1,1.5,8708,160,6.6,3.8
13/02/2020 02:00,11.85,50,8,987.5,95,2.5,1.7,8638,171,7.1,4.5
13/02/2020 03:00,11.8,60,8,987.9,95,2.8,2,6309,191,6.8,4.4
13/02/2020 04:00,11.81,50,8,988.1,94,2.4,1.6,24037,192,4.3,3
13/02/2020 05:00,24.84,50,8,988.9,95,2.3,1.6,44135,202,5.7,3.3
13/02/2020 06:00,28.09,60,8,989.8,96,2.3,1.7,24232,245,5.1,3.2
13/02/2020 07:00,39.03,60,8,991,92,1.8,0.6,50000,260,4.7,3.1
13/02/2020 08:00,52.95,80,7,991.8,90,1.8,0.4,46947,242,6.8,4
13/02/2020 09:00,53.94,90,8,992.9,87,1.9,-0.2,50000,254,7.7,4.3
13/02/2020 10:00,54.19,90,7,993.9,85,1.9,-0.4,50000,272,6.9,3.8
13/02/2020 11:00,56.89,70,8,994.8,85,2.1,-0.2,50000,266,9.2,3.7
13/02/2020 12:00,56.62,90,7,995.6,82,2.2,-0.6,49528,274,5.8,4
13/02/2020 13:00,55.47,80,8,996.7,77,2.6,-1,50000,265,5.7,3.9
13/02/2020 14:00,52.45,80,8,997.5,82,2.6,-0.2,49728,291,2.8,1.7
13/02/2020 15:00,46.13,80,7,998.1,81,2.7,-0.3,46483,272,2.4,1.6
13/02/2020 16:00,35.25,80,5,998.9,92,0.7,-0.4,44903,200,0.8,0.6
13/02/2020 17:00,31.21,70,2,999.6,95,-0.4,-1.1,22388,208,1.6,0.9
13/02/2020 18:00,28.63,70,7,1000.5,92,0.2,-1,25498,223,2.7,1.7
13/02/2020 19:00,28.2,70,6,1001.1,89,0.3,-1.3,40995,282,2.2,1.5
13/02/2020 20:00,25.96,80,7,1001.6,92,-0.3,-1.5,32767,281,2.2,1.4
13/02/2020 21:00,13.56,90,0,1002.4,97,-1.6,-2,21729,0,0,0
13/02/2020 22:00,13.53,90,0,1003.2,98,-1.4,-1.6,26464,136,1.5,1.1
13/02/2020 23:00,12.83,60,3,1003.8,99,-3.4,-3.6,557,0,0,0
14/02/2020 00:00,12.88,60,8,1004.4,99,-0.9,-1.1,6702,292,2.5,1.5
14/02/2020 01:00,12.45,70,9,1005,99,-1.5,-1.6,636,281,4.9,2.9
14/02/2020 02:00,12.57,60,8,1005.8,99,-1.5,-1.6,14897,293,2.1,1.5
14/02/2020 03:00,12.54,60,7,1006.5,99,-1.8,-1.9,7972,0,0,0
14/02/2020 04:00,12.44,70,8,1007,98,-1.3,-1.6,27872,289,2.2,1.3
14/02/2020 05:00,25.32,60,0,1007.9,97,-2.1,-2.5,27082,117,1.1,0.8
14/02/2020 06:00,27,80,1,1008.6,98,-3.2,-3.4,1456,130,1.2,0.8
14/02/2020 07:00,37.09,80,8,1009.9,98,-2,-2.3,17109,331,3.2,1.9
14/02/2020 08:00,57.79,90,7,1010.4,95,-1.2,-1.8,28698,334,3.5,2.3
14/02/2020 09:00,60.23,110,5,1011,91,-0.2,-1.5,37449,295,3.5,2.3
14/02/2020 10:00,57.05,110,1,1011.8,85,0.9,-1.3,41225,292,5.2,3.3
14/02/2020 11:00,57.79,80,8,1012.6,82,0.9,-1.9,50000,291,5.2,3.3
14/02/2020 12:00,55.89,90,8,1014,79,0.6,-2.6,50000,289,6.4,4.2
14/02/2020 13:00,55.36,80,8,1014.6,79,0.3,-2.8,50000,331,5.6,3.8
14/02/2020 14:00,54.59,80,8,1015.5,78,0.3,-3.1,50000,327,4.6,3.4
14/02/2020 15:00,49.18,90,8,1016.3,78,0.3,-3.1,50000,297,4.9,3
14/02/2020 16:00,38.98,90,6,1016.9,80,-0.2,-3.2,50000,305,3.5,2.4
14/02/2020 17:00,34.41,80,0,1017.5,91,-2.4,-3.7,42993,236,1.9,1.3
14/02/2020 18:00,32.67,90,5,1018.2,95,-2.6,-3.3,24279,112,1.1,0.8
14/02/2020 19:00,33.37,90,3,1018.5,96,-3.3,-3.8,26886,115,1.2,0.7
14/02/2020 20:00,30.26,100,0,1018.6,98,-4.5,-4.8,444,0,0,0
14/02/2020 21:00,18.41,90,1,1018.7,98,-4.2,-4.4,8683,111,1.8,1.6
14/02/2020 22:00,18.27,90,0,1018.9,96,-5.3,-5.8,17570,0,0,0
14/02/2020 23:00,17.81,100,2,1019.2,96,-5.2,-5.7,15377,117,1.2,1
15/02/2020 00:00,17.64,70,4,1019.4,96,-5.3,-5.8,23915,0,0,0
15/02/2020 01:00,17.67,70,6,1019.3,96,-4.9,-5.4,34487,158,1.6,0.9
15/02/2020 02:00,17.21,70,7,1018.5,97,-3.9,-4.3,28280,108,1.6,1.1
15/02/2020 03:00,17.07,70,7,1017.9,91,0.6,-0.7,50000,190,3.8,2.5
15/02/2020 04:00,17.26,70,7,1017.3,90,1.8,0.3,50000,199,7,3.4
15/02/2020 05:00,17.93,60,7,1017,90,1.7,0.2,50000,200,6.6,4.4
15/02/2020 06:00,17.94,70,7,1016.6,91,2.2,0.8,50000,201,7.6,4.8
15/02/2020 07:00,17.7,60,7,1016.1,91,2.6,1.2,40578,206,9,5.8
15/02/2020 08:00,20.71,60,7,1015.3,91,2.4,1.1,29664,187,9.4,6.1
15/02/2020 09:00,20.52,80,7,1014.7,90,2.4,0.9,29943,188,11.3,7.3
15/02/2020 10:00,20.51,80,8,1014.6,89,2.7,1,25113,195,10.5,7.6
15/02/2020 11:00,20.42,70,8,1013.4,89,2.6,1,21328,186,11.1,7.7
15/02/2020 12:00,20.5,80,7,1012.4,87,2.6,0.7,31975,183,12,7.8
15/02/2020 13:00,20.38,70,8,1011.4,90,2.2,0.8,14187,186,11.2,7.8
15/02/2020 14:00,20.69,70,8,1010.8,95,1.2,0.5,6080,188,12.3,7.9
15/02/2020 15:00,20.5,70,8,1010.2,95,2,1.2,7648,194,11.8,6.6
15/02/2020 16:00,20.56,70,8,1010,94,2,1.2,6434,204,13.7,8.4
15/02/2020 17:00,20.48,90,8,1009.6,95,2.4,1.8,14419,209,11.2,6.2
15/02/2020 18:00,20.68,70,8,1009,95,3.2,2.4,9398,211,8.8,5.5
15/02/2020 19:00,20.82,80,8,1008.9,97,3.5,3,5618,216,7.7,4.9
15/02/2020 20:00,18.41,70,8,1009,94,3.7,2.9,18199,222,6.4,4.4
15/02/2020 21:00,17.83,70,8,1008.9,93,3.8,2.8,19462,222,6.3,4.2
15/02/2020 22:00,17.71,80,8,1009.4,94,3.7,2.8,20757,220,5.8,3.3
15/02/2020 23:00,17,50,8,1009.4,93,3.9,2.9,21123,210,6,3.6
16/02/2020 00:00,16.86,60,8,1009.3,95,4.1,3.3,15519,207,6.9,3.8
16/02/2020 01:00,16.42,50,8,1008.8,96,4,3.4,10058,203,7.7,4.8
16/02/2020 02:00,16.65,50,8,1008.5,97,3.9,3.4,5280,205,8.1,4.9
16/02/2020 03:00,16.27,50,8,1007.6,98,3.6,3.4,3618,188,8.9,5.6
16/02/2020 04:00,16.51,50,8,1006.6,98,3.6,3.4,2854,180,7.4,5
16/02/2020 05:00,17.31,50,8,1005.7,99,3.6,3.4,4778,174,8.2,5.5
16/02/2020 06:00,17.47,50,8,1003.9,95,3,2.3,15173,162,8.9,5.9
16/02/2020 07:00,17.73,60,8,1003.4,95,2.8,2,8859,172,11.9,7.3
16/02/2020 08:00,20.6,50,8,1002.6,95,2.7,2,5042,180,13.6,7.5
16/02/2020 09:00,20.52,70,8,1001.2,96,2.7,2,3522,172,10.9,6.9
16/02/2020 10:00,20.49,70,8,999.6,95,2.8,2,4962,175,11.3,6.6
16/02/2020 11:00,20.43,70,8,999,93,3.1,2.1,4613,182,12.2,8.5
16/02/2020 12:00,20.29,80,8,997.8,94,3.2,2.4,4093,184,11.1,7.5
16/02/2020 13:00,20.48,70,8,996.8,94,3.4,2.6,6590,179,11.1,7.2
16/02/2020 14:00,20.62,70,8,995.1,95,3.7,3,4293,174,12,7.9
16/02/2020 15:00,21.3,60,8,993.6,95,3.5,2.8,5490,174,12.4,7.8
16/02/2020 16:00,21.34,70,8,991.9,95,3.6,2.8,5831,175,12.8,8.3
16/02/2020 17:00,21.32,70,8,990.8,95,4,3.2,6576,186,12.8,8.1
16/02/2020 18:00,21.82,70,8,989.4,95,4.4,3.6,7651,190,13.9,9.4
16/02/2020 19:00,21.49,60,8,988.4,96,4.5,3.8,8114,195,12.4,7.8
16/02/2020 20:00,19.34,60,8,987,96,5.1,4.5,8508,196,14.3,8.7
16/02/2020 21:00,18.25,80,8,986.3,95,5.7,4.9,10215,204,14.7,9.4
